Amp_min,Amp_max,Amp_var,Amp_skew,Amp_rango,Amp_Kurtosis,Amp_entropy,Phase_min,Phase_var,Phase_skew,Phase_entropy,RMS_max,RMS_skew,RMS_rango,RMS_Kurtosis,RMS_entropy,SP_min,SP_max,SP_var,SP_skew,SP_rango,SP_Kurtosis,SP_entropy,SP_stError,FFT_min,FFT_max,FFT_avg,FFT_median,FFT_var,FFT_skew,FFT_rango,FFT_Kurtosis,FFT_entropy,FFT_stError,Pd_max,Pd_avg,Pd_var,Pd_skew,Pd_rango,Pd_Kurtosis,Pd_entropy,Duration_Avg,SumNoPktsSent,numPktSent_avg,NoBytesSnt_avg,minPktSize_min,maxPktSize_max,avgPktSz_avg,pktps_avg,bytps_avg,maxIAT_max,avgIAT_avg,Class
0.002431877,0.6112449,0.001044779,14.83414,0.6112449,228.7637,0.075125555,-0.09721743,2.699909,0.2536309,3.442405224,0.4322154,14.83409,0.4322154,228.7637,0.075125549,0.001170486,0.5543914,0.000322267,18.37609,0.5543914,390.1301,0.07314918,1.67E-06,0.000262537,6154.959,0.002034668,64.15118,121018.3,13720.13,6154.959,5.95E+07,4.586185568,0.0324146,0.06487194,7.87E-15,3.38E-07,12.90106,0.06487194,384.2498,1.4417166,112.01973,114,114,5737,49,51,50.32456,1.017678,51.21419,1.994785,0.9826292,anomalous
0.001812835,0.7458814,0.000556471,15.10035,0.7458814,242.1422,0.070577907,0.3428373,3.323119,-0.2234717,4.415917296,0.5274178,15.10034,0.5274178,242.1422,0.070577911,0.001801754,1.366024,0.000773108,17.82123,1.366024,353.6025,0.071468407,2.59E-06,0.00015561,4721.016,0.002310943,7.963308,64720.64,1.20E+07,4721.015,4.02E+08,4.531905269,0.02365896,0.08920609,4.65E-15,8.03E-07,12.67208,0.08920609,346.2689,1.527258851,112.89786,113,113,5709,49,51,50.52213,1.000905,50.56783,1.916863,0.999096,anomalous
0.002261018,0.463889,0.000850255,13.89113,0.463889,194.1956,0.072577513,0.09441224,3.353667,0.03519567,3.885228471,0.3280191,13.89113,0.3280191,194.1956,0.072577513,0.002563288,0.6462469,0.001279763,13.94691,0.6462469,196.3847,0.075881935,3.46E-06,9.65E-05,6910.162,0.001464047,70.22489,89164.44,6051.414,6910.161,1.30E+08,4.1775109,0.02924716,0.07260705,8.74E-15,2.48E-07,19.82634,0.07260705,1023.045,1.089050609,101.014598,102,102,5194,50,52,50.92157,1.009755,51.41831,1.004894,0.990339,normal
0.002515421,0.8471578,0.001599192,17.34198,0.8471578,305.6484,0.071359456,0.09999423,3.348561,0.02679438,3.933795085,0.599031,17.34197,0.599031,305.6483,0.071359456,0.001605462,0.7176764,0.000790337,18.29314,0.7176764,348.735,0.055185125,2.62E-06,3.05E-05,12818.78,0.001551627,92.9162,185471.8,4.62E+07,12818.79,1.86E+08,3.826172498,0.04006865,0.2253662,3.44E-15,1.01E-06,25.73858,0.2253662,1964.58,0.776135054,108.079064,113,113,5733,50,51,50.73451,1.045531,53.0445,2.98617,0.9564519,anomalous
0.002031501,0.4133546,0.000673524,13.88453,0.4133546,194.0201,0.072185658,0.090543,3.387922,0.03831969,3.875721341,0.2922859,13.88453,0.2922859,194.0202,0.072185657,0.001995448,0.4845605,0.000773524,13.93276,0.4845605,196.04,0.076591266,2.59E-06,0.000213623,6520.926,0.001772534,63.35323,78408.06,1208.016,6520.927,1.84E+07,4.169565657,0.02603119,0.05815845,1.40E-15,1.54E-07,18.93299,0.05815845,907.2077,1.082054687,112.01554,113,113,5766,50,52,51.02655,1.008789,51.475,1.004606,0.9912879,normal
0.003134866,0.8493458,0.001826648,15.04031,0.8493458,236.7616,0.07378895,0.09824146,3.349465,0.03119561,3.896950918,0.6005782,15.04025,0.6005782,236.7616,0.073788939,0.001619616,0.569909,0.000604453,16.80301,0.569909,299.816,0.077440764,2.29E-06,0.000125836,8450.863,0.005686224,19.30196,211687.2,286219.4,8450.869,8.70E+11,4.542710567,0.0428549,0.1153837,1.08E-14,6.90E-07,15.79915,0.1153837,692.3197,1.253161924,111.617517,107,107,5399,49,51,50.45794,0.9586309,48.37054,3.332632,1.043154,anomalous
0.003012224,0.7718281,0.001676279,14.99604,0.7718281,234.1452,0.074828304,0.08383382,3.356136,0.04526965,3.866721443,0.5457648,14.99598,0.5457648,234.1452,0.074828297,0.001685308,0.5957185,0.000667592,17.01253,0.5957185,306.8665,0.076741068,2.40E-06,4.32E-05,7958.914,0.004461898,50.33699,194689.8,1937.787,7958.913,6.24E+07,4.559161223,0.04105282,0.08903065,3.19E-15,7.39E-07,13.75361,0.08903065,427.239,1.470232423,111.260899,112,112,5670,49,51,50.625,1.006643,50.9613,1.253932,0.9934009,anomalous
0.003382215,0.7042623,0.001998189,13.85868,0.7042623,193.2793,0.07214398,0.07404923,3.370002,0.0552373,3.841083865,0.4979886,13.85872,0.4979886,193.2793,0.072143983,0.005494646,1.343799,0.005812021,13.84933,1.343799,193.456,0.075086476,7.10E-06,6.82E-05,11520.72,0.003792502,114.1286,231734.8,32476.19,11520.72,1.15E+09,4.133475416,0.04482801,0.1833648,1.98E-14,1.35E-06,18.68066,0.1833648,930.7156,1.042866643,112.017186,112,112,5715,50,52,51.02679,0.9998466,51.01896,2.003211,1.000154,normal
0.005528002,1.186747,0.005547916,13.85065,1.186747,193.0443,0.07134932,0.225546,2.680013,-0.08554957,4.206103651,0.8391566,13.85067,0.8391566,193.0443,0.071349322,0.000801441,0.198615,0.000125057,13.94294,0.198615,196.2608,0.076025989,1.04E-06,0.000300564,15912.06,0.006652842,38.41459,642539.9,4823.363,15912.06,1.80E+08,4.345549448,0.07468983,0.3493152,5.72E-14,1.03E-05,17.27403,0.3493152,687.3771,1.29495207,112.016469,113,113,5766,50,52,51.02655,1.00878,51.47457,1.004645,0.9912962,normal
0.002630794,0.7657955,0.001236422,14.96897,0.7657955,237.6628,0.072662199,0.08012854,3.355001,0.04887973,3.860365117,0.5414992,14.96898,0.5414992,237.6628,0.072662202,0.001243338,0.5864428,0.000368681,18.84689,0.5864428,411.9892,0.073688341,1.80E-06,9.65E-05,7933.687,0.001439422,22.64225,141004.5,8182.374,7933.686,3.70E+07,4.356650988,0.0352614,0.08871611,1.18E-14,3.87E-07,13.70972,0.08871611,470.9978,1.257498306,111.261271,112,112,5670,49,51,50.625,1.00664,50.96113,1.255367,0.9934041,anomalous
0.005355368,1.30326,0.005437355,14.17572,1.30326,202.312,0.06918286,0.07577746,3.351482,0.05378018,3.847386076,0.9215439,14.17575,0.9215439,202.312,0.069182859,0.002029779,0.7229463,0.000948242,16.77937,0.7229463,298.8231,0.077221108,2.86E-06,8.64E-05,14821.3,0.01130601,220.0868,630299.1,0.9516075,14821.29,2793.066,4.466840034,0.07393373,0.1060075,1.09E-14,1.07E-06,13.85654,0.1060075,432.6277,1.480098017,111.625256,111,111,5599,49,51,50.44144,0.9943986,50.1589,1.668284,1.005633,anomalous
0.005303227,1.206901,0.005209748,14.02439,1.206901,198.088,0.071979656,0.08467509,3.339334,0.04474573,3.870141615,0.853408,14.02441,0.853408,198.088,0.071979652,0.003122268,1.460829,0.002271407,17.73521,1.460829,349.2523,0.074702605,4.43E-06,3.05E-05,14241.12,0.009890344,191.3999,605301.6,4117835,14241.12,2.02E+07,4.497778195,0.07237218,0.1695274,2.92E-14,2.41E-06,12.7105,0.1695274,348.6629,1.459148407,112.51333,104,104,5265,49,51,50.625,0.9243349,46.79446,2.502048,1.081859,anomalous
0.001794942,0.4765155,0.000538261,14.96787,0.4765155,235.8684,0.073773133,0.2451846,4.068725,-0.123135,4.151264413,0.3369473,14.96789,0.3369473,235.8684,0.073773143,0.005637819,1.523315,0.006292537,14.08883,1.523315,200.7711,0.07464123,7.38E-06,0.000164341,5264.345,0.000662419,45.03079,62424.38,13481.87,5264.345,1.77E+08,4.363447589,0.02326996,0.3865281,9.64E-14,7.93E-06,13.38255,0.3865281,436.3229,1.28566671,111.632663,113,113,5698,49,51,50.42478,1.012249,51.04241,1.66791,0.9878995,anomalous
0.002125959,0.6091126,0.000778481,14.86869,0.6091126,233.4069,0.072508695,-0.2891018,3.183635,0.4240553,3.088979823,0.4307076,14.8687,0.4307076,233.4069,0.072508698,0.005611402,1.522631,0.006215357,14.06359,1.522631,200.0175,0.074610116,7.34E-06,0.00015259,5306.702,0.003521872,63.04596,90505.45,1062622,5306.705,4999474,4.596601107,0.02798238,0.3044733,1.24E-13,7.86E-06,13.32149,0.3044733,409.0002,1.458831249,111.475806,113,113,5709,49,51,50.52213,1.013673,51.21291,1.430384,0.9865115,anomalous
0.002250876,0.4570624,0.000845158,13.91672,0.4570624,194.9041,0.07233449,0.09331491,3.352335,0.03623346,3.883283953,0.3231919,13.91673,0.3231919,194.9041,0.072334492,0.002558782,0.6339071,0.001276462,13.95426,0.6339071,196.5732,0.075916734,3.50E-06,0.00013648,5586.066,0.000633706,47.60616,90746.42,178909.7,5586.066,4.36E+07,4.466595304,0.02915914,0.04590876,7.75E-15,2.38E-07,16.29058,0.04590876,571.4309,1.399462589,103.01356,104,104,5298,50,52,50.94231,1.009576,51.43012,1.004848,0.9905152,normal
0.005507507,1.255226,0.005592326,13.95376,1.255226,196.0015,0.071149075,0.08262388,3.380276,0.04838258,3.835142553,0.8875791,13.95378,0.8875791,196.0015,0.071149081,0.001108411,1.08435,0.000310889,20.16813,1.08435,509.0455,0.06904198,1.64E-06,8.63E-05,18880.06,0.002994662,208.0009,647073.8,8639.312,18880.06,2.29E+09,4.171742229,0.07498405,0.05548868,1.42E-15,3.01E-07,12.67533,0.05548868,347.705,1.521935387,111.888584,112,112,5659,49,51,50.52679,1.000996,50.5771,1.432324,0.9990054,anomalous
0.002454778,0.6233395,0.001084602,15.00667,0.6233395,234.4781,0.074782364,0.08339544,3.383801,0.04521658,3.863906802,0.4407676,15.00661,0.4407676,234.4781,0.074782366,0.00109059,0.3885521,0.000279946,17.02162,0.3885521,307.0768,0.076667979,1.56E-06,6.82E-05,6018.374,0.001087746,91.2385,126115.6,2794.633,6018.375,9469167,4.642460961,0.03302445,0.04929184,3.32E-15,3.13E-07,14.06356,0.04929184,430.2838,1.590604183,111.048103,114,114,5784,50,51,50.73684,1.026582,52.08554,2.989844,0.9741062,anomalous
0.005627906,1.227143,0.005782114,13.88219,1.227143,194.0919,0.072612538,0.09470806,3.361826,0.03625368,3.868649657,0.867721,13.88222,0.867721,194.0919,0.072612541,0.00073622,0.1794696,0.00010546,13.94455,0.1794696,196.339,0.076387812,9.56E-07,0.000155619,17681.78,0.007729763,211.3599,671055.1,23383.36,17681.78,3.09E+08,4.221455661,0.07624684,0.4290919,3.80E-13,1.13E-05,18.12189,0.4290919,793.491,1.1812996,112.0141,114,114,5783,17,52,50.72807,1.017729,51.62743,1.003949,0.9825797,normal
0.002031553,0.4187303,0.000674116,13.88991,0.4187303,194.162,0.0719051,0.07767245,3.354807,0.05176505,3.850289953,0.296087,13.88991,0.296087,194.162,0.071905102,0.002014492,0.5118214,0.000788992,13.93421,0.5118214,196.0043,0.075917558,2.61E-06,0.000110028,5687.788,0.000418992,63.16684,78544.27,2521.318,5687.788,3.16E+07,4.346813456,0.02604256,0.04443335,3.27E-15,1.49E-07,16.23868,0.04443335,613.6671,1.262594097,112.015239,112,112,5714,50,52,51.01786,0.999864,51.01092,1.998227,1.000136,normal
0.005499073,1.199162,0.005564034,13.95054,1.199162,195.9053,0.071181928,-0.2296733,2.894992,0.3805217,3.167515701,0.8479357,13.95057,0.8479357,195.9053,0.071181928,0.001143108,0.4361953,0.000307003,17.4217,0.4361953,328.7352,0.076298526,1.63E-06,0.000423978,15744.01,0.004518915,235.0629,639287.8,7621.775,15744.01,6.19E+09,4.399089721,0.07479389,0.0607766,1.07E-14,3.30E-07,13.1823,0.0607766,371.4398,1.472921789,111.473821,113,113,5709,49,51,50.52213,1.013691,51.21382,1.430932,0.9864938,anomalous
0.003384437,0.6998622,0.002001217,13.8612,0.6998622,193.3652,0.072425045,0.0991327,3.393227,0.02957426,3.893887122,0.4948773,13.86123,0.4948773,193.3652,0.072425053,0.005450736,1.344143,0.005790399,13.937,1.344143,195.9026,0.0742074,7.42E-06,0.000122077,9701.871,0.003242275,104.1038,232112.3,5704.597,9701.874,1.54E+08,4.354938319,0.04486212,0.1289086,5.33E-15,1.34E-06,15.63281,0.1289086,517.2834,1.274828413,112.015024,113,113,5766,50,52,51.02655,1.008793,51.47524,1.004675,0.9912834,normal
0.003385524,0.7076576,0.002004881,13.87041,0.7076576,193.6325,0.072489876,0.07130431,3.363001,0.05789341,3.836463485,0.5003895,13.87045,0.5003895,193.6325,0.072489876,0.00545364,1.346661,0.005774424,13.9102,1.346661,195.157,0.07465545,7.08E-06,0.0002879,10264.86,0.002267002,68.34325,232791.2,9953.742,10264.86,1.82E+08,4.287100199,0.04490306,0.1440468,2.36E-14,1.31E-06,15.93285,0.1440468,566.8778,1.205209651,112.014677,113,113,5766,50,52,51.02655,1.008796,51.4754,1.006384,0.9912804,normal
0.002114882,0.4238862,0.00073071,13.87152,0.4238862,193.6486,0.072302673,-0.1081168,2.731178,0.261859,3.437371795,0.2997328,13.87149,0.2997328,193.6486,0.072302673,0.002164837,0.5429116,0.000924759,14.03927,0.5429116,198.9727,0.075181422,2.95E-06,0.000195414,6200.089,0.001561405,82.27743,84910.25,20809.76,6200.09,2.62E+08,4.285814919,0.0271139,0.05327724,4.57E-15,1.79E-07,17.48411,0.05327724,730.1623,1.193308502,112.018315,113,113,5766,50,52,51.02655,1.008764,51.47372,1.00598,0.9913125,normal
0.003229562,0.8258759,0.001932992,14.92261,0.8258759,231.3457,0.074329198,-0.2566095,2.960957,0.4048473,3.115142934,0.5839824,14.92257,0.5839824,231.3458,0.074329195,0.004290113,1.66225,0.003928181,14.94485,1.66225,231.0551,0.072733703,5.84E-06,0.000110038,8114.299,0.003043354,2.01391,223274.7,8887.031,8114.301,6.14E+07,4.625903138,0.04408361,0.2164776,2.34E-13,4.88E-06,13.71692,0.2164776,409.548,1.500556123,111.563068,113,113,5687,49,51,50.32743,1.01288,50.97565,2.00362,0.9872838,anomalous
0.002506646,0.6586105,0.001129552,15.02711,0.6586105,236.2363,0.073833837,-0.02504081,4.109173,0.1320748,3.644988352,0.465708,15.02705,0.465708,236.2363,0.073833824,0.000412425,0.148299,3.90E-05,16.76003,0.148299,298.2015,0.077524295,5.82E-07,0.000125826,6454.483,0.000919872,56.51068,130965.4,3234.155,6454.482,1.48E+09,4.5815003,0.03370196,0.02621951,5.05E-16,4.46E-08,14.32612,0.02621951,470.5645,1.334704127,110.121041,112,112,5647,49,51,50.41964,1.017063,51.27994,1.668348,0.9832235,anomalous
0.003552299,1.06299,0.002330677,14.92727,1.06299,236.0748,0.072785537,0.085702,3.350457,0.04397519,3.867079084,0.7516477,14.92729,0.7516477,236.0748,0.072785544,0.002343275,1.129949,0.001300941,18.74054,1.129949,408.0082,0.073874681,3.36E-06,9.65E-05,9789.153,0.00336612,14.51574,270265.4,4783.456,9789.156,2.28E+10,4.508844646,0.04840769,0.1358601,9.38E-15,1.38E-06,13.57908,0.1358601,433.739,1.408246072,111.473186,113,113,5709,49,51,50.52213,1.013697,51.21411,1.431098,0.9864883,anomalous
0.005641124,1.228262,0.005798402,13.869,1.228262,193.7191,0.072532098,0.08111548,3.354255,0.0496639,3.842622013,0.8685123,13.86902,0.8685123,193.7191,0.072532098,0.000741154,0.1818749,0.000105828,13.87341,0.1818749,194.3294,0.076876297,9.58E-07,9.16E-05,16988.18,0.01896838,30.08101,671705.7,8904.085,16988.17,1.69E+08,4.273400331,0.07635529,0.400205,1.98E-14,1.13E-05,17.24708,0.400205,695.9431,1.230475323,112.014701,114,114,5783,17,52,50.72807,1.017724,51.62715,1.004706,0.9825851,normal
0.002115908,0.429408,0.000730891,13.86366,0.429408,193.4391,0.072431207,0.4492328,3.364769,-0.3236056,4.596566545,0.3036373,13.86364,0.3036373,193.4391,0.072431213,0.002166328,0.535882,0.000920088,13.99165,0.535882,197.6013,0.075529505,2.91E-06,0.00012208,6166.881,0.001818041,75.56629,84826.95,5512.326,6166.879,4.00E+07,4.291284992,0.02711737,0.05292924,5.06E-16,1.79E-07,16.74292,0.05292924,635.2795,1.197691082,112.012967,113,113,5766,50,52,51.02655,1.008812,51.47618,1.005453,0.9912652,normal
0.002974123,0.7549232,0.001610801,14.85846,0.7549232,229.5333,0.075147121,0.08514472,3.397717,0.04340366,3.864181805,0.5338113,14.85844,0.5338113,229.5332,0.075147121,0.000782994,0.3710181,0.000143609,18.4305,0.3710181,393.4644,0.073794958,1.11E-06,0.00021362,9119.621,0.004000627,39.7091,187178,37661.94,9119.622,1.96E+08,4.35346159,0.04024476,0.03937678,4.63E-16,1.50E-07,12.66791,0.03937678,364.7561,1.516116337,112.513481,113,113,5721,49,51,50.62832,1.004324,50.84724,1.254347,0.9956947,anomalous
0.001133216,0.4836277,0.000204342,16.27296,0.4836277,298.8863,0.068202444,0.08095834,3.373949,0.04789826,3.859894375,0.3419764,16.27294,0.3419764,298.8862,0.068202466,0.000205628,0.2338958,1.27E-05,27.62541,0.2338958,1085.316,0.066044207,3.33E-07,0.000164343,2981.774,0.001230561,34.06381,23420.22,9491.984,2981.775,3.15E+07,4.46266924,0.01433955,0.01242436,7.78E-16,1.06E-08,14.01884,0.01242436,502.9218,1.377468467,112.514313,113,113,5721,49,51,50.62832,1.004317,50.84686,1.254216,0.9957019,anomalous
0.002032995,0.4162484,0.000674633,13.88348,0.4162484,193.9785,0.071965809,0.09922758,3.371892,0.02996239,3.893763506,0.294332,13.88348,0.294332,193.9785,0.071965811,0.002013056,0.5223413,0.00078831,13.9403,0.5223413,196.2079,0.075871211,2.61E-06,4.32E-05,7123.376,0.002143361,76.56517,78536.12,3548.776,7123.377,9078866,4.054683992,0.02605267,0.06816314,4.23E-15,1.53E-07,18.76065,0.06816314,1016.93,0.981637199,112.011565,112,112,5715,50,52,51.02679,0.9998968,51.02151,2.758776,1.000103,normal
0.005610512,1.223629,0.005765486,13.90703,1.223629,194.7841,0.072566702,0.08148602,3.363453,0.04899435,3.843918128,0.8652366,13.90705,0.8652366,194.7842,0.072566701,0.000734126,0.1821707,0.000104827,13.93814,0.1821707,196.1117,0.07608428,9.53E-07,0.000155592,16858.92,0.02118466,44.68737,659358.8,2512.08,16858.92,1.41E+08,4.27190724,0.07613583,0.3995889,2.04E-13,1.10E-05,16.39813,0.3995889,608.9962,1.226678009,110.016723,111,111,5662,50,52,51.00901,1.008937,51.4649,1.004495,0.9911416,normal
0.003780124,0.8057948,0.002538048,13.89956,0.8057948,194.4137,0.071726551,0.08468958,3.386165,0.04402307,3.864416359,0.569783,13.89952,0.569783,194.4137,0.071726565,0.005824384,1.515057,0.006605596,13.98633,1.515057,198.0879,0.076445304,7.61E-06,0.000129473,9926.471,0.00406208,8.802129,274543.3,20914.29,9926.474,1.89E+09,4.436464001,0.05052027,0.1460677,8.73E-15,2.15E-06,16.09821,0.1460677,549.116,1.357142777,104.011681,105,105,5350,50,52,50.95238,1.009502,51.43653,1.00445,0.9905875,normal
0.005499849,1.204053,0.005564603,13.94866,1.204053,195.8494,0.071183376,0.1903861,2.657528,-0.04883746,4.138386251,0.8513938,13.94868,0.8513938,195.8493,0.071183375,0.001135797,0.4337679,0.000305894,17.48853,0.4337679,330.999,0.075851236,1.63E-06,0.000192998,15140.94,0.007467319,47.43783,644830.3,9327.651,15140.95,3.70E+08,4.457569045,0.07479789,0.05920701,4.29E-16,3.27E-07,13.30051,0.05920701,378.1647,1.48739791,111.902805,110,110,5560,49,51,50.54546,0.9829959,49.68598,2.85785,1.017298,anomalous
0.005535467,1.199279,0.005555332,13.84412,1.199279,192.857,0.071096097,-0.1632201,2.778385,0.3179547,3.301819082,0.8480183,13.84414,0.8480183,192.857,0.071096095,0.000799167,0.1967956,0.000124312,13.94653,0.1967956,196.3968,0.076306165,1.04E-06,0.000185659,21912.54,0.009564144,129.3327,642826.8,5329.552,21912.53,3.98E+07,3.942750076,0.07474023,0.6651691,5.16E-14,1.05E-05,20.52002,0.6651691,1329.5,0.879885468,112.012995,113,113,5766,50,52,51.02655,1.008812,51.47617,1.00541,0.9912655,normal
0.001845539,0.5011321,0.000574197,15.03962,0.5011321,239.3484,0.074440333,0.09114888,3.38101,0.03756675,3.880995641,0.3543539,15.03962,0.3543539,239.3484,0.074440334,0.000577575,0.2511334,8.01E-05,18.39204,0.2511334,376.8887,0.07553894,8.33E-07,0.000164345,4922.878,0.00172173,77.12902,66616,120.1597,4922.877,13322.17,4.494079252,0.02403302,0.03657648,1.97E-16,8.16E-08,12.74245,0.03657648,359.1919,1.345960847,110.043187,111,111,5608,49,51,50.52252,1.008695,50.96181,1.431307,0.9913802,anomalous
0.001635039,0.3972771,0.000441896,14.95115,0.3972771,232.9342,0.075409664,0.08065712,3.357767,0.04866716,3.858143149,0.2809173,14.95108,0.2809173,232.9342,0.07540967,0.000444568,0.1578291,4.62E-05,17.00267,0.1578291,306.6935,0.077211716,6.33E-07,0.000110037,4901.622,0.001434996,14.56155,51345.11,3.91E+07,4901.62,1.41E+08,4.318427799,0.02108497,0.03295325,8.97E-16,5.20E-08,15.40946,0.03295325,611.4691,1.223861991,112.510973,113,113,5721,49,51,50.62832,1.004346,50.84837,1.25409,0.9956722,anomalous
0.002603283,0.6853124,0.001220652,15.0427,0.6853124,237.5513,0.07480167,0.09562032,3.36632,0.03356296,3.890832111,0.484589,15.04267,0.484589,237.5513,0.074801686,0.001227395,0.4696531,0.000359177,17.67708,0.4696531,338.171,0.076457148,1.78E-06,0.000238402,7822.112,0.00152254,107.5604,139636.6,77830.6,7822.111,3.12E+12,4.368259732,0.03503455,0.08810128,1.64E-15,3.83E-07,14.92244,0.08810128,584.9249,1.252211992,111.600047,114,114,5715,17,51,50.13158,1.021505,51.20966,1.668522,0.9789476,anomalous
0.0041162,1.142283,0.003187091,14.9246,1.142283,234.0999,0.073450195,0.09509133,3.359166,0.03374532,3.891552681,0.8077158,14.92464,0.8077158,234.0999,0.0734502,0.003204032,1.30481,0.002412261,17.85742,1.30481,354.1872,0.075194353,4.57E-06,0.000136502,11315.52,0.003328823,8.796803,369436.1,5691505,11315.52,8.27E+09,4.513361665,0.05660444,0.198904,5.67E-14,2.51E-06,12.6478,0.198904,369.1131,1.35980853,111.891533,113,113,5709,49,51,50.52213,1.009907,51.02263,1.433893,0.9901904,anomalous
0.001410725,0.4363291,0.000447406,17.28265,0.4363291,301.0519,0.071180781,-0.09091009,2.704301,0.2426449,3.495257568,0.3085313,17.28264,0.3085313,301.0519,0.071180781,0.000449373,0.1903831,6.10E-05,17.62244,0.1903831,316.6695,0.054179878,7.29E-07,0.000177948,5355.411,0.001237095,60.84496,51606.52,7011.844,5355.412,5.85E+07,4.119826835,0.02119876,0.03994536,2.39E-15,7.49E-08,19.38115,0.03994536,911.4714,1.043292236,108.031726,111,111,5631,50,51,50.72973,1.027476,52.12358,2.985354,0.9732589,anomalous
0.002116701,0.4364275,0.000731411,13.86426,0.4364275,193.4592,0.072375479,-0.02216635,2.665557,0.1744612,3.639251859,0.3086008,13.86424,0.3086008,193.4592,0.072375479,0.002170626,0.5389225,0.000922681,13.98367,0.5389225,197.3923,0.075627459,2.90E-06,0.000136478,5084.707,0.002947159,81.03469,84887.27,9424.597,5084.706,9.20E+07,4.547303945,0.027127,0.03610469,8.41E-15,1.74E-07,15.39323,0.03610469,492.7528,1.471497421,112.015524,113,113,5766,50,52,51.02655,1.008789,51.47501,1.004578,0.9912878,normal
0.003776629,0.7867116,0.002536989,13.9103,0.7867116,194.7103,0.071847507,0.08341429,3.350252,0.04616244,3.864247724,0.5562891,13.91027,0.5562891,194.7104,0.071847505,0.00582091,1.473932,0.00660798,13.99882,1.473932,198.464,0.076506752,7.71E-06,0.000155647,11804.65,0.004791784,53.43339,272181.2,3502.683,11804.65,1.07E+07,4.204382095,0.05050942,0.2077552,2.78E-15,2.19E-06,18.59608,0.2077552,904.8316,1.114204744,103.013167,103,103,5248,50,52,50.95146,0.9998721,50.94494,2.002639,1.000128,normal
0.003782413,0.8074074,0.002541441,13.90077,0.8074074,194.4501,0.071777518,0.0951473,3.38069,0.03369905,3.887980372,0.5709233,13.90073,0.5709233,194.4501,0.07177751,0.005785997,1.503853,0.006566744,14.04105,1.503853,199.6849,0.075809943,7.63E-06,8.63E-05,10691.61,0.005530348,51.95913,291071,81460.77,10691.61,3.08E+09,4.381190075,0.05055395,0.1579992,1.54E-14,2.10E-06,16.45651,0.1579992,627.8555,1.30626485,110.01546,112,112,5679,17,52,50.70536,1.018039,51.62002,1.004207,0.9822808,normal
0.002429036,0.6571937,0.00104112,14.95257,0.6571937,235.2887,0.07382921,0.2976838,4.008977,-0.1729951,4.249683234,0.4647061,14.95254,0.4647061,235.2887,0.07382921,0.000591542,0.2291275,8.24E-05,17.4559,0.2291275,330.0198,0.076280985,8.45E-07,0.000272991,6313.166,0.001634846,43.22835,120652.4,11304.27,6313.167,1.28E+08,4.558978724,0.0323581,0.03770681,2.92E-16,8.72E-08,12.82918,0.03770681,349.2331,1.338492241,111.797817,114,114,5715,17,51,50.13158,1.019698,51.11907,1.668927,0.9806824,anomalous
0.003034072,0.7776438,0.00168818,14.94255,0.7776438,232.5832,0.075355338,0.09367134,3.37705,0.03528078,3.886968419,0.5498772,14.94248,0.5498772,232.5832,0.075355338,0.00169742,0.6047299,0.000672627,16.98217,0.6047299,306.0431,0.07730595,2.41E-06,0.000367483,8050.666,0.000431998,132.5637,196190.7,4274.288,8050.665,3.66E+07,4.549954019,0.04120008,0.08933123,4.40E-16,7.58E-07,13.89427,0.08933123,420.596,1.47424151,112.513615,96,96,4864,49,51,50.66667,0.8532301,43.23032,2.503342,1.172017,anomalous
0.002833789,1.261035,0.002766425,20.08426,1.261035,405.2944,0.051500339,0.07670695,3.373573,0.04643394,3.925047062,0.8916863,20.08426,0.8916863,405.2945,0.051500339,0.002774471,1.590209,0.003127264,20.25948,1.590209,414.2132,0.039127163,5.20E-06,0.000177947,13088.5,0.006082934,8.450445,320597.4,725.5266,13088.51,4.75E+07,4.127884667,0.05267356,0.2362865,4.83E-15,2.53E-06,16.93369,0.2362865,699.7852,1.087844925,100.124582,101,101,5122,50,51,50.71287,1.008743,51.15627,3.996769,0.9913327,anomalous
0.004044318,1.250414,0.00382927,17.23259,1.250414,298.5828,0.067383939,0.05273004,3.334911,-0.000463995,4.764715278,0.8841761,17.23259,0.8841761,298.5829,0.06738394,0.003845425,1.563535,0.004430056,17.38842,1.563535,305.7211,0.051794728,6.21E-06,0.000993602,14339.32,0.005734646,0.2291707,442172.7,2388.88,14339.32,1.77E+07,4.173210361,0.06201209,0.2849174,1.15E-14,5.76E-06,18.88788,0.2849174,764.5357,1.153737364,111.038715,113,113,5672,17,51,50.19469,1.017663,51.08128,3.001035,0.9826437,anomalous
0.004998693,1.217964,0.004574543,14.01829,1.217964,198.6993,0.074427525,0.09411094,3.356702,0.03498524,3.889335887,0.8612306,14.01829,0.8612306,198.6993,0.074427525,0.001240864,0.598913,0.000367284,18.84417,0.598913,412.2058,0.073651462,1.79E-06,0.000258974,14423.22,0.002031978,128.8357,530219.2,25199.74,14423.22,3.55E+10,4.408999799,0.0678212,0.06562349,1.65E-14,3.79E-07,12.60262,0.06562349,358.8342,1.477317703,112.509964,100,100,4998,17,51,49.98,0.8888102,44.42273,2.499767,1.1251,anomalous
